,0,1,2,3,4,5
828,馬來西亞,李宗偉：敗者為王,2018-09-28,1,"16,480","3,621,890"
829,英國,李爾王,2016-04-23,2,1262,878840
830,英國,李爾王(英國國家劇院現場),2016-04-23,1,356,246200
831,日本,東京日和,2018-04-20,2,749,"157,265"
832,美國,東方快車謀殺案,2017-12-08,1,"409,540","94,641,518"
833,南韓,東柱：時代詩情,2018-03-16,1,444,"96,645"
834,美國,松樹街陰宅,2018-11-02,1,38,"9,110"
835,美國,柏林我愛你,2019-05-03,1,4719,989053
836,瑞典,柏格曼：大師狂想,2018-08-10,1,766,"162,461"
837,英國,柏靈頓熊熊出任務,2017-12-01,1,"6,668","1,412,617"
838,日本,柴公園,2019-10-25,2,1280,277913
839,美國,校外打怪教學,2019-09-27,3,21224,4577310
840,荷蘭,格林納威：胡說爸道,2018-10-05,1,45,"9,970"
841,美國,格雷的五十道陰影：自由,2018-02-09,1,"294,197","69,564,439"
842,南韓,格鬥驕陽,2018-09-28,2,141,"28,725"
843,美國,梵谷：在永恆之門,2019-02-22,2,"12,161","2,608,379"
844,英國,梵谷：星夜之謎,2017-10-20,1,"28,806","6,545,428"
845,義大利,梵谷：畫筆下的烏雲與麥田,2019-03-29,6,703,"143,740"
846,日本,楢山節考：4K修復版,2018-05-18,1,"4,725","999,260"
847,美國,極凍之城,2017-07-28,1,"69,982","16,134,893"
848,美國,極地之王,2018-09-21,1,"24,170","5,000,811"
849,瑞典,極地先鋒,2019-05-10,1,"3,946","595,421"
850,美國,極地奇蹟-帶小北極熊回家,2016-01-22,1,13,"2,010"
851,美國,極惡人魔,2019-05-17,1,3654,813022
852,南韓,極惡對決,2019-06-20,1,126661,28454846
853,南韓,極智對決,2018-10-19,1,"34,199","7,280,107"
854,美國,極盜戰,2018-03-16,1,"104,891","23,129,424"
855,美國,極限獵殺,2018-09-28,1,114,"25,730"
856,法國,極限登峰,2018-03-16,4,"1,832","359,527"
857,南韓,極限逃生,2019-08-30,1,143512,32087898
858,中華民國,樂園,2019-11-08,1,19067,4048339
859,中華民國,樂獄,2019-05-17,5,23550,5253316
860,美國,樂高旋風忍者電影,2017-10-06,2,"73,463","16,653,572"
861,美國,樂高玩電影2,2019-02-14,1,42958,9681615
862,美國,模仿女孩,2019-06-21,1,79,17355
863,美國,模仿遊戲,2015-02-26,1,15,"1,950"
864,冰島,樹下驚魂,2018-06-01,1,"1,151","237,475"
865,日本,機動戰士鋼彈NT,2019-01-11,1,"11,383","2,790,936"
866,香港,機器之血,2018-01-12,4,"5,929","1,187,667"
867,美國,機器戰犬,2018-10-12,1,"9,841","2,039,500"
868,日本,機甲風暴,2019-03-22,1,149,32785
869,日本,橫山家之味,2009-04-03,1,1216,246935
870,英國,橫越生死線,2019-07-19,1,988,172915
871,日本,檢方的罪人,2018-10-19,1,"22,958","5,195,413"
872,日本,櫻花開了,2019-08-09,1,"1,596","324,073"
873,南韓,權力殺機,2019-05-01,4,"1,444","313,323"
874,美國,歌喉讚3,2017-12-27,1,"437,111","100,447,547"
875,香港,歐洲攻略,2018-09-28,1,"8,960","1,792,877"
876,美國,歡樂時光謀殺案,2018-10-19,2,"2,209","488,780"
877,美國,歡迎光臨奇幻城堡,2018-01-22,2,"7,831","1,731,500"
878,美國,正義聯盟,2017-11-16,2,"1,027,954","246,315,632"
879,法國,步步為贏,2017-12-08,1,225,"39,570"
880,日本,武士搬家好吃驚,2019-10-04,8,2068,449133
881,日本,武士的一分,2018-08-31,1,622,"125,810"
882,美國,死侍2,2018-05-15,4,"1,228,427","287,616,545"
883,南韓,死者的審判,2017-11-10,1,"2,019","442,730"
884,澳洲,死靈屋,2019-09-27,1,272,58967
885,波蘭,殘影,2018-01-26,1,569,120485
886,俄羅斯,殘酷的溫柔,2018-05-04,5,"1,345","266,300"
887,南韓,殺人回憶,2018-07-06,1,"1,318","289,910"
888,英國,殺威瑪先生,2018-03-23,2,255,"53,125"
889,美國,殺戮元年,2018-08-24,1,"66,837","15,152,829"
890,日本,殺戮重生犬屋敷,2018-06-22,24,"6,294","1,399,909"
891,日本,殺手寓言,2019-08-23,1,8616,1935820
892,日本,殺手餐廳,2019-09-20,2,5017,1193493
893,美國,殺死巨人的女孩,2019-01-25,1,265,"58,340"
894,美國,毀滅大作戰,2018-04-12,2,"591,586","136,885,117"
895,美國,毀滅者,2019-03-29,2,4530,832849
896,泰國,母嬰靈,2019-01-25,4,920,"200,245"
897,美國,母狗,2018-11-02,2,30,"7,165"
898,印度,母親的告白,2018-07-20,1,883,"181,660"
899,日本,母親的愛人,2019-09-27,2,18,4075
900,日本,母親過世時，我想吃掉她的骨灰,2019-05-10,1,2519,550158
901,美國,母親！,2017-09-29,2,"37,661","8,575,557"
902,日本,每個月來訪一次的月經醬,2019-12-13,1,750,162623
903,日本,每天回家老婆都在裝死,2018-08-17,4,"48,952","11,175,757"
904,美國,每，一天,2018-03-02,1,"1,541","354,320"
905,比利時,比利時狂想曲,2018-06-29,1,315,"64,850"
906,美國,比得兔,2018-04-04,1,"126,376","27,578,628"
907,中華民國,比悲傷更悲傷的故事,2018-11-18,4,"1,052,373","240,681,285"
908,日本,比海還深,2016-09-02,1,"22,131","4,903,212"
909,美國,毛骨悚然：趕盡殺絕,2019-01-04,1,"2,075","477,041"
910,美國,氣象戰,2017-10-13,2,"1,021,642","242,358,641"
911,美國,水底情深,2018-02-02,2,"123,141","28,286,724"
912,美國,水行俠,2018-12-12,1,"1,957,132","470,984,595"
913,美國,永劫,2018-07-13,1,462,"101,765"
914,美國,永遠愛妳，惠妮！,2018-08-10,7,"1,857","414,618"
915,法國,永遠的朋友：靈犬貝兒,2018-09-07,2,"1,847","412,354"
916,加拿大,求救信,2019-03-22,1,647,"128,890"
917,中華民國,江湖無難事,2019-10-09,2,41587,9160098
918,南韓,江邊旅館,2019-07-05,1,127,29565
919,巴西,池畔風暴,2019-03-22,2,241,"54,054"
920,美國,決勝女王,2018-02-02,1,"132,344","30,757,926"
921,美國,決戰中途島,2019-11-08,5,313605,72431201
922,法國,決戰事業線,2018-10-26,1,114,"23,960"
923,瑞典,決戰賽末點,2018-07-13,2,991,"185,320"
924,中國大陸,決戰食神,2018-01-26,1,19,"4,940"
925,英國,沉淪（英國國家劇院現場）,2018-01-10,5,612,"394,580"
926,日本,沉溺,2019-09-27,3,901,199449
927,南韓,沉默的目擊者,2018-01-19,1,"2,206","482,705"
928,法國,沒人愛小姐,2018-06-15,2,"1,480","335,016"
929,南韓,沒有你的生日,2019-04-12,1,12257,2786214
930,波蘭,沒有煙硝的愛情,2018-12-08,1,"9,289","2,027,423"
931,法國,沒萊塢天王,2017-12-22,1,211,"44,915"
932,日本,沒關係，是渣男啊,2018-06-08,1,"1,093","234,986"
933,美國,沙贊！,2019-04-03,2,"556,460","130,867,752"
934,美國,法律女王,2019-02-27,1,8393,1793707
935,義大利,法拉利312B：革命的開端,2019-05-03,1,63,"13,915"
936,義大利,波伽利：聲命之歌,2018-05-25,1,"6,559","1,382,445"
937,美國,波希米亞狂想曲,2018-11-02,3,"158,666","37,055,008"
938,英國,洛瑞&火柴男人,2019-09-06,1,2091,422635
939,香港,洩密者們,2018-06-29,2,"2,922","647,633"
940,美國,活個精彩,2019-03-15,1,29839,6445334
941,義大利,活屍電梯,2018-09-21,2,194,"42,245"
942,美國,活死人之眼,2019-11-15,1,212,45435
943,美國,派對撩妹守則,2018-05-18,1,"1,855","413,863"
944,南韓,浴血圍城88天,2018-10-12,5,"3,860","885,592"
945,法國,浴血狂花,2018-03-23,1,217,"45,835"
946,中華民國,海上花,2019-12-20,5,2352,521920
947,義大利,海上鋼琴師,1998-01-01,15,9918,2248444
948,日本,海獸之子,2019-10-09,1,37415,8689546
949,日本,海街日記,2015-09-11,1,465,"91,780"
950,日本,海角上的兄妹,2019-07-12,3,3274,727335
951,日本,海邊的道別,2019-04-12,1,280,"67,530"
952,南韓,消失的女人,2018-05-18,1,658,"145,225"
953,南韓,消屍的夜晚,2018-03-30,1,"5,250","1,192,363"
954,美國,淑女鳥,2018-02-28,1,"35,588","7,998,100"
955,香港,淪落人,2019-04-19,1,"15,288","3,210,600"
956,美國,深夜加油站遇見抓狂衰事,2019-08-23,1,2117,460239
957,英國,深夜小狗神祕習題(英國國家劇院現場),2018-10-19,2,"1,619","1,120,840"
958,加拿大,深海獵奇 3D,2019-02-03,1,1189,147889
959,加拿大,深海獵奇3D,2019-02-03,1,514,66394
960,法國,深秋的黎明,2018-03-23,1,568,"114,010"
961,日本,淺草的幸福吐司,2019-09-20,1,908,185403
962,日本,添好孕,2019-12-14,3,1449,319032
963,日本,港都情事,2019-10-25,2,17,3320
964,英國,湯瑪士小火車：環遊世界大冒險,2018-08-17,1,"11,422","2,688,807"
965,美國,溫徹斯特鬼屋,2018-02-02,1,"113,997","26,587,981"
966,日本,溫泉屋小女將,2019-02-27,1,"4,330","1,049,261"
967,美國,溫蒂的幸福劇本,2018-03-23,1,"7,769","1,530,557"
968,美國,滑板少女,2018-12-21,3,532,"123,205"
969,美國,滴答屋,2018-10-10,1,"114,245","25,659,721"
970,香港,滾滾紅塵(數位修復版),2019-03-08,2,"14,172","3,123,702"
971,法國,漢娜的失序人生,2018-10-12,6,"1,254","258,495"
972,英國,漫漫回家路,2017-03-03,1,48910,10484133
973,日本,漫長的告別,2019-07-26,1,4339,909266
974,美國,潛艦獵殺令,2018-10-26,2,"330,133","75,209,608"
975,法國,潛艦追緝,2019-12-27,23,7568,1660248
976,中華民國,火焰中的星空,2018-09-27,1,"1,057","232,025"
977,美國,火箭人,2019-06-14,1,34546,7789444
978,日本,火花,2018-03-09,1,"2,755","609,500"
979,美國,灰影地帶,2019-04-12,1,1489,298989
980,中華民國,灼人秘密,2019-07-19,1,32064,7351414
981,日本,炎上,2018-06-01,1,153,"25,640"
982,美國,炫目之光,2019-08-16,1,6615,1346049
983,美國,為了與你相聚,2019-01-11,1,"82,550","18,041,604"
984,中華民國,為你存在的每一天,2019-12-13,10,8388,1826943
985,美國,為副不仁,2019-02-27,1,28553,6217881
986,以色列,為琴癡狂,2019-10-25,4,890,175238
987,日本,為美好的世界獻上祝福！紅傳說,2019-11-15,3,42075,10576181
988,俄羅斯,烈愛交易,2018-06-08,2,223,"48,045"
989,德國,烈愛天堂,2018-03-16,3,"2,168","453,900"
990,丹麥,烈火偷情,2019-11-22,5,1198,239020
991,德國,無主之作,2019-03-08,1,3407,740638
992,捷克,無人知曉的七月十日,2016-07-22,1,2184,468140
993,日本,無人知曉的夏日清晨,2005-02-04,1,1735,360950
994,芬蘭,無名戰士,2018-11-09,2,871,"202,279"
995,美國,無敵破壞王2：網路大暴走,2018-11-29,1,"607,402","139,108,858"
996,德國,無聊的人生我死也不要,2018-09-14,1,"11,723","2,681,856"
997,美國,無路可退,2017-11-24,2,"8,032","1,599,216"
998,英國,無間行動,2019-09-27,3,35096,7752597
999,美國,無限鬼屋挑戰,2018-11-09,4,41,"9,495"
1000,香港,無雙,2018-10-05,6,"205,802","46,237,327"
1001,日本,煙花,2017-09-15,1,"58,369","13,582,430"
1002,英國,熔爐,2019-11-08,6,291,209360
1003,美國,熱氣球飛行家,2019-12-13,4,10942,2436960
1004,法國,燃燒女子的畫像,2019-12-20,10,8375,1848849
1005,南韓,燃燒烈愛,2018-06-29,1,"8,388","1,819,843"
1006,美國,爸媽也瘋狂,2018-01-26,1,"1,061","236,725"
1007,日本,爸媽死了，我卻不想哭,2019-07-12,1,1339,304624
1008,日本,爺爺與喵,2019-06-06,2,6622,1478990
1009,美國,牛津解密,2019-04-19,1,11998,2652653
1010,美國,牠 第二章,2019-09-05,1,480325,116684306
1011,美國,牠(數位IMAX2D版),2017-09-07,1,"495,311","116,367,230"
1012,南韓,物怪,2018-09-28,1,"4,456","976,393"
1013,日本,特別版FREE！男子游泳部－TAKEYOURMARKS－,2018-04-04,6,"10,269","2,530,721"
1014,日本,特約經紀公司,2019-12-06,1,7072,1582360
1015,美國,犬之島,2018-06-01,2,"56,033","12,507,703"
1016,香港,犯罪現場,2019-11-01,1,6810,1527769
1017,南韓,犯罪都市,2017-12-15,2,"5,684","1,194,601"
1018,法國,狂人皮埃落,2017-11-20,1,44,"8,530"
1019,中華民國,狂徒,2018-10-26,4,"2,280","25,916"
1020,香港,狂獸,2017-12-08,1,"8,360","1,845,879"
1021,義大利,狗奴人生,2019-01-18,4,"1,236","258,690"
1022,美國,狗狗的旅程,2019-05-17,1,56036,12429391
1023,法國,狙擊獵殺: 救援行動,2019-10-25,1,4013,859442
1024,美國,猛毒,2018-10-03,2,"1,201,412","278,827,478"
1025,美國,猛鬼抓交替,2017-10-06,1,"17,305","3,919,723"
1026,美國,猛龍怪客,2018-06-01,2,"56,390","12,249,914"
1027,英屬維京群島,猜猜我是誰,2017-12-29,6,"3,271","739,115"
1028,南韓,獄火重生：金昌洙,2018-03-01,2,433,"90,240"
1029,美國,獅子王,2019-07-17,1,1319475,314868532
1030,法國,獨帆之聲,2018-04-20,1,"7,562","1,715,999"
1031,法國,獵殺星期一,2017-09-07,2,"299,342","68,647,131"
1032,泰國,獵鬼遊戲,2019-01-25,3,372,"83,955"
1033,中華民國,王牌教師麻辣出擊,2018-08-30,1,"17,541","3,910,792"
1034,德國,王牌業務員,2018-02-02,1,739,"154,442"
1035,南韓,王的文字,2019-08-02,1,1988,439363
1036,日本,王者天下,2019-07-11,1,22696,5143587
1037,美國,玩具總動員,2010-06-16,1,387,"94,280"
1038,美國,玩具總動員 4,2019-06-20,1,1347740,312715035
1039,美國,玩具總動員2,2010-04-23,1,414,"101,810"
1040,美國,玩具總動員3,2010-06-16,1,722,"179,070"
1041,美國,玩具總動員4,2019-06-20,100,1025403,239410133
1042,中華民國,玩命貼圖,2019-01-11,14,"14,812","3,254,984"
1043,美國,玩命關頭:特別行動,2019-07-31,2,1905892,454474344
1044,美國,玩命颶風,2018-03-08,1,"142,495","31,891,977"
1045,南韓,玻璃庭院,2018-03-09,1,162,"31,980"
1046,美國,班恩回家,2018-12-21,1,"21,246","4,418,987"
1047,美國,現代啟示錄,2017-12-11,1,860,192575
1048,英國,理查二世,2019-03-29,1,348,233080
1049,德國,瑪雅蜜蜂大冒險：蜜糖危機,2019-07-19,1,2659,596184
1050,日本,瑪麗亞的乳房,2019-09-12,2,20,4315
1051,日本,瑪麗與魔女之花,2017-09-01,2,"44,000","9,608,623"
1052,美國,環大西洋2：重生時刻,2018-05-11,1,145,"26,650"
1053,美國,環太平洋2:起義時刻,2018-03-21,2,"717,652","170,746,763"
1054,美國,生人末日,2019-10-25,4,119,24936
1055,美國,生命中的美好意外,2018-11-02,2,"15,686","3,647,945"
1056,法國,生命的美麗瞬間,2019-10-18,1,351,72230
1057,日本,生日幻境 Birthday Wonderland,2019-09-06,12,2084,477526
1058,中華民國,生生,2018-08-31,1,"8,546","1,863,528"
1059,南韓,男人不敗,2019-10-25,2,890,189700
1060,日本,男人真命苦 真人版電影,2019-11-22,4,766,162164
1061,美國,男孩愛最大,2018-09-07,1,"1,286","292,144"
1062,美國,異星探索,2019-05-17,2,227,51398
1063,美國,異獸檔案,2018-06-15,3,159,"36,435"
1064,加拿大,異端邪降,2018-03-30,1,88,"18,335"
1065,美國,異裂,2019-01-16,2,397231,92205911
1066,西班牙,異鄉真心話,2019-02-15,1,152,"34,161"
1067,美國,異類占領,2019-04-12,1,"4,968","1,107,394"
1068,瑞典,當幸福提早來,2019-02-15,1,"1,178","257,052"
1069,法國,當愛不見了,2018-01-26,1,"4,571","953,367"
1070,美國,當愛未成往事,2018-06-22,1,"8,027","1,722,520"
1071,日本,當愛沉睡時,2018-10-01,2,130,23390
1072,義大利,當我們困在一起,2018-09-14,1,"1,068","212,576"
1073,中華民國,疑霧公堂,2019-04-12,1,360,"81,350"
1074,法國,疾速救援,2018-01-12,1,"246,949","56,860,489"
1075,義大利,疾速求生,2019-05-24,2,267,51910
1076,中華民國,疾風魅影-黑貓中隊,2018-10-26,1,17184,3676788
1077,中華民國,疾風魅影－黑貓中隊,2018-10-26,23,9351,2019067
1078,西班牙,痛苦與榮耀,2019-08-02,2,14554,2965322
1079,美國,瘋人院,2018-03-23,1,"14,332","3,135,371"
1080,美國,瘋狂亞洲富豪,2018-08-24,2,"286,014","66,386,121"
1081,美國,瘋狂巡警,2019-06-14,4,89,19281
1082,中華民國,瘋狂電視台瘋電影,2019-02-01,1,"27,921","6,299,137"
1083,美國,登月先鋒,2018-10-26,1,"65,298","15,561,804"
1084,英國,發條橘子,2017-12-29,1,"5,755","1,285,428"
1085,南韓,白頭山：半島浩劫,2019-12-24,72,309201,71422615
1086,日本,百合心,2018-02-02,1,"2,493","556,998"
1087,中華民國,盛情款待,2018-04-13,2,"12,662","2,675,544"
1088,英國,盜王之王,2019-01-04,1,"7,167","1,561,061"
1089,中華民國,盲人律師,2019-10-18,2,27827,6094866
1090,中華民國,盲人阿清,2019-10-19,1,230,50800
1091,美國,盲點,2018-09-21,1,"2,819","643,479"
1092,日本,相對世界。明日終結?,2019-03-29,1,"3,798","916,398"
1093,中國大陸,相愛相親,2017-11-17,1,"23,179","5,153,016"
1094,日本,相棒IV-最後的決斷,2018-01-26,2,235,"53,005"
1095,中華民國,看不見的台灣,2018-06-15,1,"10,964","2,307,952"
1096,德國,看見5%的奇蹟,2017-10-13,1,"4,174","890,321"
1097,中華民國,看見台灣,2013-11-01,1,3414,779070
1098,荷蘭,真假維梅爾,2018-08-03,1,"4,058","843,855"
1099,美國,真寵,2019-01-25,3,46436,10193205
1100,美國,真心話大冒險,2018-05-11,1,"222,624","50,168,372"
1101,美國,真愛收信中,2018-06-01,1,"7,605","1,394,760"
1102,中華民國,真愛神出來,2019-01-04,1,"2,658","580,992"
1103,美國,真愛趁現在,2018-04-13,1,"15,629","3,305,766"
1104,美國,真愛，再出發,2019-04-12,3,2375,489195
1105,南韓,真犯,2019-07-15,1,3625,808119
1106,日本,睡著也好醒來也罷,2018-09-21,3,"1,374","305,368"
1107,美國,瞞天機密,2019-09-27,2,17837,4009151
1108,美國,瞞天過海:八面玲瓏,2018-06-14,1,"617,710","142,550,296"
1109,法國,石器小英雄,2018-01-26,2,"24,749","5,481,267"
1110,西班牙,破處驚魂夜,2018-04-20,2,39,"8,020"
1111,美國,祝你忌日快樂,2019-02-14,2,131036,29789520
1112,中華民國,祝我好好孕,2019-06-06,1,3456,729084
1113,俄羅斯,神佈局,2018-07-20,2,"20,395","4,035,874"
1114,美國,神力女超人的秘密,2017-11-10,1,"17,470","3,620,319"
1115,中國大陸,神探蒲松齡,2019-02-05,1,"29,332","6,550,702"
1116,美國,神機有毛病,2019-11-15,1,37121,8602070
1117,美國,神秘肌膚,2018-10-05,4,728,"150,435"
1118,阿根廷,神秘高峰會,2018-06-29,1,770,"154,330"
1119,中華民國,祭旗,2019-12-13,3,3236,720737
1120,美國,禁入墳場,2019-04-12,1,94560,21449157
1121,羅馬尼亞,禁身接觸,2018-10-05,6,"1,592","341,685"
1122,日本,福爾圖娜之瞳,2019-05-03,1,8840,1986035
1123,美國,福爾摩濕與滑生,2019-02-01,1,"26,191","5,728,516"
1124,德國,禪，無所不在,2018-06-22,2,"2,656","566,160"
1125,泰國,禮物,2018-04-13,1,40,"9,900"
1126,美國,私人戰爭,2019-01-04,2,"17,429","3,546,081"
1127,香港,私人會所,2018-01-26,1,22,"4,840"
1128,南韓,私刑制裁,2019-03-22,1,196,"42,900"
1129,美國,私刑教育2,2018-08-30,2,"307,802","70,227,691"
1130,日本,秘戀之夏,2019-10-18,2,21,4700
1131,美國,移動城市：致命引擎,2018-12-06,2,"270,777","62,259,257"
1132,美國,移動迷宮：死亡解藥,2018-01-19,2,"766,470","173,292,007"
1133,美國,穆荷蘭大道,2017-09-29,1,7816,1674300
1134,日本,積存時間的生活,2017-11-10,1,"9,346","1,992,579"
1135,香港,空手道,2018-01-05,2,495,"108,275"
1136,美國,穿在乳頭上的洞,2019-02-01,1,352,"80,638"
1137,美國,窒息,2019-01-11,1,"11,519","2,852,847"
1138,美國,窗中的女巫,2019-09-20,1,129,29020
1139,巴西,竊竊屍語,2019-12-27,4,485,106271
1140,日本,笑傲曇天,2018-08-31,2,814,"179,745"
1141,美國,笑畫人生,2018-09-07,2,"3,518","760,462"
1142,美國,笑笑羊大電影：外星人來了,2019-09-27,1,8580,1980729
1143,日本,第三次殺人,2018-01-12,1,"5,427","1,206,763"
1144,中華民國,第九分局,2019-08-29,3,250237,56843257
1145,英國,第十二夜,2019-03-29,1,395,"266,200"
1146,英國,第十二夜(英國國家劇院現場),2018-06-01,2,661,"430,960"
1147,新加坡,簡單的婚禮,2018-07-13,1,"1,021","224,910"
1148,西班牙,米其林遇見米其林,2019-04-26,1,287,"65,670"
1149,義大利,米開朗基羅：無盡之詩,2019-07-05,1,7057,1466876
1150,中華民國,粽邪,2018-08-31,2,"219,909","49,273,565"
1151,美國,糯爾摩斯,2018-04-04,1,"24,600","5,274,615"
1152,中華民國,紅樓夢,2018-10-19,3,"5,930","1,354,131"
1153,中華民國,紅盒子,2018-10-19,1,31364,6885907
1154,美國,紅色密令,2019-05-31,2,"6,902","1,249,285"
1155,美國,紅雀,2018-02-28,1,"740,243","173,326,463"
1156,英國,紐約愛未眠,2018-01-08,1,6,940
1157,加拿大,索命半徑,2018-03-16,1,171,"36,120"
1158,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019-11-01,1,46297,11246730
1159,美國,終極戰士：掠奪者,2018-09-14,2,"188,727","43,561,059"
1160,法國,終極殺陣5,2018-04-12,2,"120,231","26,134,935"
1161,義大利,結婚哪有那麼男,2019-05-31,5,788,164081
1162,俄羅斯,絕世名伶,2019-08-09,1,5657,1147771
1163,中華民國,絕世情歌,2019-12-06,2,2569,562379
1164,南韓,絕代戀歌,2018-05-18,4,308,"62,585"
1165,西班牙,絕命警告信,2018-08-24,2,619,"132,701"
1166,美國,絕處逢山,2017-11-10,1,"58,038","12,293,517"
1167,美國,絕鯊47：猛鯊出籠,2019-11-01,1,26426,5827260
1168,中國大陸,給19歲的我自己,2019-01-18,5,931,"202,037"
1169,英國,給我一個參選的理由,2019-12-11,6,173,109660
1170,義大利,給自己的情書,2018-04-13,3,287,"55,480"
1171,美國,綁架,2017-11-03,1,"24,767","5,276,342"
1172,俄羅斯,維京傳說：寒冰交鋒,2018-01-05,1,"2,171","473,103"
1173,南韓,緝凶對決,2019-08-23,1,308,"65,120"
1174,中華民國,緝魔,2019-08-16,3,51112,11329584
1175,中華民國,編號174：錯命逆行,2018-05-25,1,"1,368","307,211"
1176,美國,縮小人生,2018-01-26,2,"145,610","32,918,325"
1177,西班牙,繆屍,2018-03-09,1,"1,999","460,898"
1178,美國,羅曼律師,2018-02-23,1,"3,105","631,518"
1179,美國,羅根好好運,2017-08-24,1,"28,394","5,834,638"
1180,美國,羅賓漢崛起,2018-12-20,6,"171,837","38,993,878"
1181,日本,羊之木,2018-04-27,1,"12,854","2,873,895"
1182,日本,羊與鋼之森,2018-12-28,1,103,"22,660"
1183,中華民國,美力台灣3D,2017-12-22,1,"35,862","10,080,649"
1184,美國,美國動物,2018-09-14,1,"3,696","776,822"
1185,英國,美國天使：千禧年降臨（英國國家劇院現場）,2018-01-11,2,960,"645,520"
1186,英國,美國天使：重建（英國國家劇院現場）,2018-01-12,2,896,"599,000"
1187,美國,美國羅曼死,2018-06-08,1,91,"20,395"
1188,美國,美聲俘虜,2018-12-28,1,"1,285","258,516"
1189,日本,美麗之星,2017-08-11,1,"1,869","393,540"
1190,美國,美麗男孩,2018-12-07,1,"3,791","839,845"
1191,香港,翠絲,2018-11-16,1,"2,971","659,781"
1192,法國,翻轉教室,2018-05-04,1,"1,755","375,602"
1193,美國,老人與槍,2019-01-25,1,"5,705","1,248,126"
1194,南韓,老千：獨眼傑克,2019-10-04,11,2876,652839
1195,中華民國,老大人,2019-03-22,1,61769,13525751
1196,英國,老娘也要當間諜,2018-08-17,2,"50,089","11,072,100"
1197,美國,老娘叫譚雅,2018-01-26,2,"16,796","3,474,498"
1198,中華民國,老師你會不會回來,2017-09-29,1,"178,421","38,874,129"
1199,日本,老師君主,2018-11-16,1,"1,321","295,725"
1200,挪威,老爸不好當,2017-12-08,2,675,"131,724"
1201,美國,老爸出任務,2018-03-16,5,"1,012","220,457"
1202,中國大陸,老獸,2018-01-08,3,"3,802","799,195"
1203,美國,老闆好壞,2018-03-30,1,"15,974","3,322,218"
1204,英國,耶爾瑪（英國國家劇院現場）,2018-06-01,2,515,"328,960"
1205,日本,聖☆哥傳,2018-11-02,2,"12,463","3,067,734"
1206,日本,聖☆哥傳: 第Ⅱ紀,2019-06-28,1,1337,318285
1207,日本,聖☆哥傳:第Ⅱ紀,2019-06-28,13,1178,281817
1208,中華民國,聖人大盜,2019-10-18,1,35276,8112554
1209,日本,聖哥傳,2018-11-02,11,"10,832","2,672,811"
1210,法國,聖草之愛,2018-12-07,1,"1,033","212,750"
1211,英國,聖鹿之死,2017-12-22,1,"15,550","3,579,578"
1212,法國,肉體學校,2018-06-02,1,231,"40,300"
1213,英國,胡桃鉗,2018-09-27,2,293,"199,560"
1214,美國,胡桃鉗與奇幻四國,2018-12-28,2,"106,009","23,545,641"
1215,香港,脫皮爸爸,2018-04-20,2,106,"19,760"
1216,美國/中華民國,臥虎藏龍,2000-07-07,1,61,"11,460"
1217,美國,自殺實境秀,2018-04-13,1,168,"35,880"
1218,南韓,致命目擊,2018-09-14,3,"19,328","4,425,500"
1219,中華民國,致親愛的孤獨者,2019-09-06,12,2386,533015
1220,中華民國,與失智共舞,2019-09-20,1,1197,258695
1221,日本,與妳的第100次愛戀,2017-05-05,1,"23,687","5,244,409"
1222,美國,與神同愛,2019-05-24,2,842,191787
1223,南韓,與神同行,2017-12-22,2,"2,201,857","513,309,442"
1224,法國,與神同行的少年,2018-09-07,1,"1,257","263,815"
1225,南韓,與神同行：最終審判,2018-08-08,8,"2,015,469","480,199,268"
1226,法國,舊愛來找碴,2018-12-21,4,"1,451","313,539"
1227,美國,舞力假期,2014-07-11,1,0,0
1228,俄羅斯,舞力決戰,2019-12-27,10,1203,276317
1229,美國,舞力重擊,2016-07-14,1,"49,019","10,931,954"
1230,英國,舞動人生,2018-10-19,1,"1,371","291,194"
1231,匈牙利,舞娘辣辣隊,2019-07-12,18,1474,332098
1232,美國,舞孃騙很大,2019-09-12,3,32466,7046929
1233,日本,航海王：奪寶爭霸戰,2019-08-21,2,224077,54056953
1234,英國,艾瑞克克萊普頓：藍調天堂路,2018-11-16,1,"2,498","580,075"
1235,美國,艾莉塔：戰鬥天使,2019-02-05,2,1104685,276857126
1236,法國,艾蜜莉的異想世界,2017-08-04,1,"5,876","1,285,165"
1237,芬蘭,芬蘭湯姆,2017-08-25,1,1322,289123
1238,比利時,芭蕾少女夢,2019-02-22,3,"2,749","590,835"
1239,英國,芭蕾王者,2019-05-10,1,4528,960384
1240,挪威,芮氏9.6,2018-11-23,1,"52,525","11,444,406"
1241,日本,花之武者,2018-10-12,7,"1,677","330,404"
1242,香港,花椒之味,2019-09-12,2,26988,5846300
1243,南韓,花漾奶奶秀英文,2018-01-12,3,"4,196","878,037"
1244,美國,花生醬獵鷹的願望,2019-12-06,1,2361,508128
1245,中華民國,花甲大人轉男孩,2018-02-09,2,"458,886","102,160,797"
1246,日本,花鳥籠：網愛調教,2019-11-01,2,44,9395
1247,法國,苦兒流浪記,2019-03-15,1,5291,1134177
1248,英國,英倫對決,2017-10-13,3,"136,878","30,640,911"
1249,西班牙,英勇勳章,2018-03-09,1,"2,859","566,860"
1250,中國大陸,英雄本色2018,2018-02-28,1,"1,600","403,895"
1251,中華民國,范保德,2018-08-17,1,"17,071","3,813,075"
1252,英國,茱莉小姐,2019-12-04,6,131,86200
